cultivar;quantidade;ano;opcao;sem_definicao
Refosco;-;1995;Viníferas;-
Rondinella;-;1995;Viníferas;-
Ruby Cabernet;13.553;1995;Viníferas;-
Sangiovese;13.099;1995;Viníferas;-
Sira (falsa);5.327;1995;Viníferas;-
Tannat;1.791.208;1995;Viníferas;-
Tempranillo;-;1995;Viníferas;-
Teroldego;-;1995;Viníferas;-
Torrontes;-;1995;Viníferas;-
Tinta Barroca;-;1995;Viníferas;-
Touriga Francesa;-;1995;Viníferas;-
Touriga Nacional;-;1995;Viníferas;-
Tinta Madeira;-;1995;Viníferas;-
Tintoria;-;1995;Viníferas;-
Trincdeira;-;1995;Viníferas;-
Trousseau;16.019;1995;Viníferas;-
Zinfandel;1.885.121;1995;Viníferas;-
Outras1;-;1995;Viníferas;-
BRANCAS E ROSADAS;46.675.896;1995;Viníferas;-
Aliatico;-;1995;Viníferas;-
Aligote;53.465;1995;Viníferas;-
Altesse;13.250;1995;Viníferas;-
Alvarinho;-;1995;Viníferas;-
Arriloba;-;1995;Viníferas;-
Auxerrois;-;1995;Viníferas;-
Burger;17.093;1995;Viníferas;-
Chardonnay;3.271.043;1995;Viníferas;-
Chasselas;112.411;1995;Viníferas;-
Chenin Blanc;557.814;1995;Viníferas;-
Clairette(1);-;1995;Viníferas;-
Colombard;-;1995;Viníferas;-
Flora;476.088;1995;Viníferas;-
Garganega;-;1995;Viníferas;-
Gewurztraminer;751.049;1995;Viníferas;-
Gouveio;-;1995;Viníferas;-
Gros Manseng;-;1995;Viníferas;-
Italia (Pirovano 65) (PE);-;1995;Viníferas;-
Maccabeo;-;1995;Viníferas;-
Malvasia;2.855.822;1995;Viníferas;-
Malvasia Amarela;-;1995;Viníferas;-
Malvasia Bianca;-;1995;Viníferas;-
Malvasia Chianti;-;1995;Viníferas;-
Malvasia Verde;-;1995;Viníferas;-
Malvasia di Candia;-;1995;Viníferas;-
Malvasia Istriana;-;1995;Viníferas;-
Mistura de uvas viníferas branco;-;1995;Viníferas;-
Mistura de uvas viníferas rosado;-;1995;Viníferas;-
Moscato Branco;14.045.052;1995;Viníferas;-
Moscato Canelli;-;1995;Viníferas;-
Moscato Giallo;-;1995;Viníferas;-
Moscato Nazareno;-;1995;Viníferas;-
Moscato Bianco R2;-;1995;Viníferas;-
Moscato de Alexandria;-;1995;Viníferas;-
Moscato Rosado;-;1995;Viníferas;-
Muscat à Petits Grains;-;1995;Viníferas;-
Muller Thurgau;27.587;1995;Viníferas;-
Muscadelle;600;1995;Viníferas;-
Ora;-;1995;Viníferas;-
Palomino;17.661;1995;Viníferas;-
Petit Manseng;-;1995;Viníferas;-
Peverella;781.672;1995;Viníferas;-
Pinot Blanc;519.140;1995;Viníferas;-
Pinot Gris;1.548;1995;Viníferas;-
Prosecco;269.092;1995;Viníferas;-
Red Veltliner;9.016;1995;Viníferas;-
Riesling Italico;8.708.541;1995;Viníferas;-
Riesling Renano;831.082;1995;Viníferas;-
Sauvignon Blanc(2);1.007.060;1995;Viníferas;-
Sauvignon Gris;-;1995;Viníferas;-
Seara Nova;90.957;1995;Viníferas;-
Semillon;4.168.130;1995;Viníferas;-
Schonburger;-;1995;Viníferas;-
Sylvaner;88.474;1995;Viníferas;-
Tocai Friulano;6.530;1995;Viníferas;-
Trebbiano;7.282.643;1995;Viníferas;-
Trebbiano Toscano;-;1995;Viníferas;-
Verdea;-;1995;Viníferas;-
Verdelho;-;1995;Viníferas;-
Verdiso;-;1995;Viníferas;-
Vermentino;38.338;1995;Viníferas;-
Vernaccia;674.738;1995;Viníferas;-
Viognier;-;1995;Viníferas;-
Outras(3);-;1995;Viníferas;-
Total;66.126.920;1995;Viníferas;-
TINTAS;313.953.430;1995;Americanas e híbridas;-
Bacarina;-;1995;Americanas e híbridas;-
Bailey;-;1995;Americanas e híbridas;-
Bordo;36.409.536;1995;Americanas e híbridas;-
Bourdin (S);-;1995;Americanas e híbridas;-
BRS Carmen;-;1995;Americanas e híbridas;-
BRS Cora;-;1995;Americanas e híbridas;-
BRS Magna;-;1995;Americanas e híbridas;-
BRS Margot;-;1995;Americanas e híbridas;-
BRS Morena;-;1995;Americanas e híbridas;-
BRS Rúbea;-;1995;Americanas e híbridas;-
BRS Violeta;-;1995;Americanas e híbridas;-
BRS Vitória;-;1995;Americanas e híbridas;-
Champagnon (Champanheta);-;1995;Americanas e híbridas;-
Coleções;-;1995;Americanas e híbridas;-
Concord;19.710.821;1995;Americanas e híbridas;-
Concord clone 30;-;1995;Americanas e híbridas;-
Couderc;8.015.634;1995;Americanas e híbridas;-
Cynthiana(1);368.619;1995;Americanas e híbridas;-
Herbemont;31.362.294;1995;Americanas e híbridas;-
IAC 138022;-;1995;Americanas e híbridas;-
Isabel;199.803.720;1995;Americanas e híbridas;-
Isabel Precoce;-;1995;Americanas e híbridas;-
Jacquez;1.662.439;1995;Americanas e híbridas;-
Kyoko;-;1995;Americanas e híbridas;-
Landot;935;1995;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1995;Americanas e híbridas;-
Oberlin;-;1995;Americanas e híbridas;-
Othello;43.847;1995;Americanas e híbridas;-
Paco;-;1995;Americanas e híbridas;-
Patricia;-;1995;Americanas e híbridas;-
Seibel;16.575.585;1995;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1995;Americanas e híbridas;-
Seyve Willard (Tinta);-;1995;Americanas e híbridas;-
Vênus;-;1995;Americanas e híbridas;-
BRANCAS E ROSADAS;30.114.221;1995;Americanas e híbridas;-
Baco;1.048;1995;Americanas e híbridas;-
Bokay;-;1995;Americanas e híbridas;-
BRS Clara;-;1995;Americanas e híbridas;-
BRS Lorena;-;1995;Americanas e híbridas;-
Couderc 13;3.376.162;1995;Americanas e híbridas;-
Delaware;-;1995;Americanas e híbridas;-
Dona Zillá;-;1995;Americanas e híbridas;-
Dut Chess;-;1995;Americanas e híbridas;-
Goethe;47.140;1995;Americanas e híbridas;-
IAC;-;1995;Americanas e híbridas;-
Juliana;-;1995;Americanas e híbridas;-
Martha;4.454;1995;Americanas e híbridas;-
Mistura de uvas americanas;-;1995;Americanas e híbridas;-
Moscato Embrapa;-;1995;Americanas e híbridas;-
Niagara;22.138.607;1995;Americanas e híbridas;-
Niagara Branca;-;1995;Americanas e híbridas;-
Niagara Rosada;1.454.485;1995;Americanas e híbridas;-
Poloske;-;1995;Americanas e híbridas;-
Seleções;-;1995;Americanas e híbridas;-
Seyve Villard;3.092.325;1995;Americanas e híbridas;-
Seyve Villard 5276;-;1995;Americanas e híbridas;-
Seyve Villard 12375;-;1995;Americanas e híbridas;-
Tardia de Caxias;-;1995;Americanas e híbridas;-
Outras(2);-;1995;Americanas e híbridas;-
Total;344.067.651;1995;Americanas e híbridas;-
TINTAS;80.197;1995;Uvas de mesa;-
Alphonse Lavallee;-;1995;Uvas de mesa;-
Moscato de Hamburgo;-;1995;Uvas de mesa;-
BRANCAS;-;1995;Uvas de mesa;-
Cardinal;-;1995;Uvas de mesa;-
Golden Queen;-;1995;Uvas de mesa;-
Patrícia;-;1995;Uvas de mesa;-
Perlona;-;1995;Uvas de mesa;-
Italia;-;1995;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1995;Uvas de mesa;-
Total;80.197;1995;Uvas de mesa;-
-;-;1995;Sem classificação;Sem classificação
-;0;1995;Sem classificação;Total
TINTAS;19.313.252;1996;Viníferas;-
Alicante Bouschet;65.322;1996;Viníferas;-
Ancelota;-;1996;Viníferas;-
Aramon;-;1996;Viníferas;-
Alfrocheiro;-;1996;Viníferas;-
Arinarnoa;-;1996;Viníferas;-
Aspirant Bouschet;-;1996;Viníferas;-
Barbera;594.591;1996;Viníferas;-
Bonarda;146.851;1996;Viníferas;-
Cabernet Franc;4.341.461;1996;Viníferas;-
Cabernet Sauvignon;3.993.137;1996;Viníferas;-
Caladoc;-;1996;Viníferas;-
Campanario;17.045;1996;Viníferas;-
Canaiolo;11.404;1996;Viníferas;-
Carignan;10.777;1996;Viníferas;-
Carmenere;878;1996;Viníferas;-
Castelão;-;1996;Viníferas;-
Corvina;-;1996;Viníferas;-
Croatina;-;1996;Viníferas;-
Cinsaut;243.012;1996;Viníferas;-
Dom Felder;-;1996;Viníferas;-
Dolcetto;-;1996;Viníferas;-
Durif;-;1996;Viníferas;-
Egiodola;-;1996;Viníferas;-
Ekigaina;-;1996;Viníferas;-
Festival (Sugraone);-;1996;Viníferas;-
Franconia;-;1996;Viníferas;-
Freisa;-;1996;Viníferas;-
Gamay St Romain;66.767;1996;Viníferas;-
Gamay Beaujolais;528.897;1996;Viníferas;-
Grand Noir;378;1996;Viníferas;-
Grenache;-;1996;Viníferas;-
Jaen;-;1996;Viníferas;-
Lagrein;-;1996;Viníferas;-
Lambrusco;20.805;1996;Viníferas;-
Malbec;205.117;1996;Viníferas;-
Marzemina;49.350;1996;Viníferas;-
Merlot;4.230.298;1996;Viníferas;-
Marselan;-;1996;Viníferas;-
Molinera;-;1996;Viníferas;-
Montepulciano;-;1996;Viníferas;-
Moscato Bailey;-;1996;Viníferas;-
Napa Gamay;348.190;1996;Viníferas;-
Nebbiolo;89.670;1996;Viníferas;-
Petit Verdot;-;1996;Viníferas;-
Petite Sirah;92.374;1996;Viníferas;-
Pinotage;641.203;1996;Viníferas;-
Pinot Noir;604.623;1996;Viníferas;-
Pinot Saint George;209.420;1996;Viníferas;-
Piriquita;-;1996;Viníferas;-
Rebo;-;1996;Viníferas;-
Refosco;-;1996;Viníferas;-
Rondinella;-;1996;Viníferas;-
Ruby Cabernet;16.653;1996;Viníferas;-
Sangiovese;8.042;1996;Viníferas;-
Sira (falsa);-;1996;Viníferas;-
Tannat;1.762.327;1996;Viníferas;-
Tempranillo;-;1996;Viníferas;-
Teroldego;-;1996;Viníferas;-
Torrontes;-;1996;Viníferas;-
Tinta Barroca;-;1996;Viníferas;-
Touriga Francesa;-;1996;Viníferas;-
Touriga Nacional;-;1996;Viníferas;-
Tinta Madeira;-;1996;Viníferas;-
Tintoria;3.035;1996;Viníferas;-
Trincdeira;-;1996;Viníferas;-
Trousseau;-;1996;Viníferas;-
Zinfandel;1.011.625;1996;Viníferas;-
Outras1;-;1996;Viníferas;-
BRANCAS E ROSADAS;42.887.098;1996;Viníferas;-
Aliatico;-;1996;Viníferas;-
Aligote;-;1996;Viníferas;-
Altesse;110.708;1996;Viníferas;-
Alvarinho;-;1996;Viníferas;-
Arriloba;-;1996;Viníferas;-
Auxerrois;361;1996;Viníferas;-
Burger;14.640;1996;Viníferas;-
Chardonnay;3.402.706;1996;Viníferas;-
Chasselas;126.389;1996;Viníferas;-
Chenin Blanc;493.923;1996;Viníferas;-
Clairette(1);153.092;1996;Viníferas;-
Colombard;203.100;1996;Viníferas;-
Flora;346.727;1996;Viníferas;-
Garganega;-;1996;Viníferas;-
Gewurztraminer;844.959;1996;Viníferas;-
Gouveio;-;1996;Viníferas;-
Gros Manseng;-;1996;Viníferas;-
Italia (Pirovano 65) (PE);-;1996;Viníferas;-
Maccabeo;-;1996;Viníferas;-
Malvasia;1.587.944;1996;Viníferas;-
Malvasia Amarela;-;1996;Viníferas;-
Malvasia Bianca;-;1996;Viníferas;-
Malvasia Chianti;-;1996;Viníferas;-
Malvasia Verde;-;1996;Viníferas;-
Malvasia di Candia;-;1996;Viníferas;-
Malvasia Istriana;-;1996;Viníferas;-
Mistura de uvas viníferas branco;-;1996;Viníferas;-
Mistura de uvas viníferas rosado;-;1996;Viníferas;-
Moscato Branco;14.374.633;1996;Viníferas;-
Moscato Canelli;-;1996;Viníferas;-
Moscato Giallo;-;1996;Viníferas;-
Moscato Nazareno;-;1996;Viníferas;-
Moscato Bianco R2;-;1996;Viníferas;-
Moscato de Alexandria;-;1996;Viníferas;-
Moscato Rosado;-;1996;Viníferas;-
Muscat à Petits Grains;-;1996;Viníferas;-
Muller Thurgau;15.307;1996;Viníferas;-
Muscadelle;842;1996;Viníferas;-
Ora;-;1996;Viníferas;-
Palomino;29.436;1996;Viníferas;-
Petit Manseng;-;1996;Viníferas;-
Peverella;541.364;1996;Viníferas;-
Pinot Blanc;536.426;1996;Viníferas;-
Pinot Gris;3.358;1996;Viníferas;-
Prosecco;325.159;1996;Viníferas;-
Red Veltliner;10.527;1996;Viníferas;-
Riesling Italico;8.270.792;1996;Viníferas;-
Riesling Renano;609.615;1996;Viníferas;-
Sauvignon Blanc(2);945.476;1996;Viníferas;-
Sauvignon Gris;-;1996;Viníferas;-
Seara Nova;90.729;1996;Viníferas;-
Semillon;4.078.162;1996;Viníferas;-
Schonburger;-;1996;Viníferas;-
Sylvaner;54.173;1996;Viníferas;-
Tocai Friulano;3.357;1996;Viníferas;-
Trebbiano;5.201.279;1996;Viníferas;-
Trebbiano Toscano;-;1996;Viníferas;-
Verdea;1.837;1996;Viníferas;-
Verdelho;-;1996;Viníferas;-
Verdiso;-;1996;Viníferas;-
Vermentino;16.910;1996;Viníferas;-
Vernaccia;458.887;1996;Viníferas;-
Viognier;-;1996;Viníferas;-
Outras(3);34.280;1996;Viníferas;-
Total;62.200.350;1996;Viníferas;-
TINTAS;231.499.856;1996;Americanas e híbridas;-
Bacarina;-;1996;Americanas e híbridas;-
Bailey;-;1996;Americanas e híbridas;-
Bordo;31.280.138;1996;Americanas e híbridas;-
Bourdin (S);-;1996;Americanas e híbridas;-
BRS Carmen;-;1996;Americanas e híbridas;-
BRS Cora;-;1996;Americanas e híbridas;-
BRS Magna;-;1996;Americanas e híbridas;-
BRS Margot;-;1996;Americanas e híbridas;-
BRS Morena;-;1996;Americanas e híbridas;-
BRS Rúbea;-;1996;Americanas e híbridas;-
BRS Violeta;-;1996;Americanas e híbridas;-
BRS Vitória;-;1996;Americanas e híbridas;-
Champagnon (Champanheta);-;1996;Americanas e híbridas;-
Coleções;-;1996;Americanas e híbridas;-
Concord;16.894.753;1996;Americanas e híbridas;-
Concord clone 30;-;1996;Americanas e híbridas;-
Couderc;8.736.532;1996;Americanas e híbridas;-
Cynthiana(1);415.262;1996;Americanas e híbridas;-
Herbemont;21.055.147;1996;Americanas e híbridas;-
IAC 138022;-;1996;Americanas e híbridas;-
Isabel;137.107.664;1996;Americanas e híbridas;-
Isabel Precoce;-;1996;Americanas e híbridas;-
Jacquez;1.817.283;1996;Americanas e híbridas;-
Kyoko;-;1996;Americanas e híbridas;-
Landot;-;1996;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1996;Americanas e híbridas;-
Oberlin;-;1996;Americanas e híbridas;-
Othello;25.953;1996;Americanas e híbridas;-
Paco;-;1996;Americanas e híbridas;-
Patricia;-;1996;Americanas e híbridas;-
Seibel;14.167.124;1996;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1996;Americanas e híbridas;-
Seyve Willard (Tinta);-;1996;Americanas e híbridas;-
Vênus;-;1996;Americanas e híbridas;-
BRANCAS E ROSADAS;21.299.828;1996;Americanas e híbridas;-
Baco;1.482;1996;Americanas e híbridas;-
Bokay;-;1996;Americanas e híbridas;-
BRS Clara;-;1996;Americanas e híbridas;-
BRS Lorena;-;1996;Americanas e híbridas;-
Couderc 13;2.627.423;1996;Americanas e híbridas;-
Delaware;-;1996;Americanas e híbridas;-
Dona Zillá;-;1996;Americanas e híbridas;-
Dut Chess;-;1996;Americanas e híbridas;-
Goethe;341.189;1996;Americanas e híbridas;-
IAC;-;1996;Americanas e híbridas;-
Juliana;-;1996;Americanas e híbridas;-
Martha;995;1996;Americanas e híbridas;-
Mistura de uvas americanas;-;1996;Americanas e híbridas;-
Moscato Embrapa;-;1996;Americanas e híbridas;-
Niagara;14.560.449;1996;Americanas e híbridas;-
Niagara Branca;15.406;1996;Americanas e híbridas;-
Niagara Rosada;1.391.996;1996;Americanas e híbridas;-
Poloske;-;1996;Americanas e híbridas;-
Seleções;-;1996;Americanas e híbridas;-
Seyve Villard;2.311.312;1996;Americanas e híbridas;-
Seyve Villard 5276;-;1996;Americanas e híbridas;-
Seyve Villard 12375;-;1996;Americanas e híbridas;-
Tardia de Caxias;-;1996;Americanas e híbridas;-
Outras(2);49.576;1996;Americanas e híbridas;-
Total;252.799.684;1996;Americanas e híbridas;-
TINTAS;1.389.173;1996;Uvas de mesa;-
Alphonse Lavallee;-;1996;Uvas de mesa;-
Moscato de Hamburgo;-;1996;Uvas de mesa;-
BRANCAS;-;1996;Uvas de mesa;-
Cardinal;-;1996;Uvas de mesa;-
Golden Queen;-;1996;Uvas de mesa;-
Patrícia;-;1996;Uvas de mesa;-
Perlona;-;1996;Uvas de mesa;-
Italia;-;1996;Uvas de mesa;-
Rubi (Itália, Itália Ro);-;1996;Uvas de mesa;-
Total;1.389.173;1996;Uvas de mesa;-
-;-;1996;Sem classificação;Sem classificação
-;0;1996;Sem classificação;Total
TINTAS;19.980.696;1997;Viníferas;-
Alicante Bouschet;67.471;1997;Viníferas;-
Ancelota;-;1997;Viníferas;-
Aramon;-;1997;Viníferas;-
Alfrocheiro;-;1997;Viníferas;-
Arinarnoa;-;1997;Viníferas;-
Aspirant Bouschet;-;1997;Viníferas;-
Barbera;342.488;1997;Viníferas;-
Bonarda;51.131;1997;Viníferas;-
Cabernet Franc;3.420.121;1997;Viníferas;-
Cabernet Sauvignon;4.936.654;1997;Viníferas;-
Caladoc;-;1997;Viníferas;-
Campanario;-;1997;Viníferas;-
Canaiolo;2.095;1997;Viníferas;-
Carignan;176;1997;Viníferas;-
Carmenere;11.115;1997;Viníferas;-
Castelão;-;1997;Viníferas;-
Corvina;-;1997;Viníferas;-
Croatina;-;1997;Viníferas;-
Cinsaut;6.000;1997;Viníferas;-
Dom Felder;-;1997;Viníferas;-
Dolcetto;-;1997;Viníferas;-
Durif;-;1997;Viníferas;-
Egiodola;-;1997;Viníferas;-
Ekigaina;-;1997;Viníferas;-
Festival (Sugraone);-;1997;Viníferas;-
Franconia;-;1997;Viníferas;-
Freisa;-;1997;Viníferas;-
Gamay St Romain;140.363;1997;Viníferas;-
Gamay Beaujolais;320.585;1997;Viníferas;-
Grand Noir;520;1997;Viníferas;-
Grenache;-;1997;Viníferas;-
Jaen;-;1997;Viníferas;-
Lagrein;-;1997;Viníferas;-
Lambrusco;46.645;1997;Viníferas;-
Malbec;63.518;1997;Viníferas;-
Marzemina;42.699;1997;Viníferas;-
Merlot;5.443.902;1997;Viníferas;-
Marselan;-;1997;Viníferas;-
Molinera;-;1997;Viníferas;-
Montepulciano;-;1997;Viníferas;-
Moscato Bailey;-;1997;Viníferas;-
Napa Gamay;270.240;1997;Viníferas;-
Nebbiolo;13.639;1997;Viníferas;-
Petit Verdot;-;1997;Viníferas;-
Petite Sirah;222.324;1997;Viníferas;-
Pinotage;524.028;1997;Viníferas;-
Pinot Noir;594.713;1997;Viníferas;-
Pinot Saint George;210.980;1997;Viníferas;-
Piriquita;-;1997;Viníferas;-
Rebo;-;1997;Viníferas;-
Refosco;-;1997;Viníferas;-
Rondinella;-;1997;Viníferas;-
Ruby Cabernet;17.004;1997;Viníferas;-
Sangiovese;3.312;1997;Viníferas;-
Sira (falsa);28.137;1997;Viníferas;-
Tannat;1.511.421;1997;Viníferas;-
Tempranillo;-;1997;Viníferas;-
Teroldego;-;1997;Viníferas;-
Torrontes;-;1997;Viníferas;-
Tinta Barroca;-;1997;Viníferas;-
Touriga Francesa;-;1997;Viníferas;-
Touriga Nacional;-;1997;Viníferas;-
Tinta Madeira;-;1997;Viníferas;-
Tintoria;-;1997;Viníferas;-
Trincdeira;-;1997;Viníferas;-
Trousseau;-;1997;Viníferas;-
Zinfandel;1.689.415;1997;Viníferas;-
Outras1;-;1997;Viníferas;-
BRANCAS E ROSADAS;44.119.355;1997;Viníferas;-
Aliatico;-;1997;Viníferas;-
Aligote;-;1997;Viníferas;-
Altesse;-;1997;Viníferas;-
Alvarinho;-;1997;Viníferas;-
Arriloba;-;1997;Viníferas;-
Auxerrois;616;1997;Viníferas;-
Burger;25.067;1997;Viníferas;-
Chardonnay;4.745.010;1997;Viníferas;-
Chasselas;130.461;1997;Viníferas;-
Chenin Blanc;588.756;1997;Viníferas;-
Clairette(1);-;1997;Viníferas;-
Colombard;-;1997;Viníferas;-
Flora;585.629;1997;Viníferas;-
Garganega;-;1997;Viníferas;-
Gewurztraminer;838.944;1997;Viníferas;-
Gouveio;-;1997;Viníferas;-
Gros Manseng;-;1997;Viníferas;-
Italia (Pirovano 65) (PE);-;1997;Viníferas;-
Maccabeo;-;1997;Viníferas;-
Malvasia;1.957.293;1997;Viníferas;-
Malvasia Amarela;-;1997;Viníferas;-
Malvasia Bianca;40.689;1997;Viníferas;-
Malvasia Chianti;-;1997;Viníferas;-
Malvasia Verde;-;1997;Viníferas;-
Malvasia di Candia;-;1997;Viníferas;-
Malvasia Istriana;-;1997;Viníferas;-
Mistura de uvas viníferas branco;-;1997;Viníferas;-
Mistura de uvas viníferas rosado;-;1997;Viníferas;-
Moscato Branco;13.576.155;1997;Viníferas;-
Moscato Canelli;-;1997;Viníferas;-
Moscato Giallo;-;1997;Viníferas;-
Moscato Nazareno;-;1997;Viníferas;-
Moscato Bianco R2;-;1997;Viníferas;-
Moscato de Alexandria;-;1997;Viníferas;-
Moscato Rosado;-;1997;Viníferas;-
Muscat à Petits Grains;-;1997;Viníferas;-
Muller Thurgau;19.699;1997;Viníferas;-
Muscadelle;1.342;1997;Viníferas;-
Ora;-;1997;Viníferas;-
Palomino;16.819;1997;Viníferas;-
Petit Manseng;-;1997;Viníferas;-
Peverella;522.848;1997;Viníferas;-
Pinot Blanc;421.175;1997;Viníferas;-
Pinot Gris;992;1997;Viníferas;-
Prosecco;319.186;1997;Viníferas;-
Red Veltliner;-;1997;Viníferas;-
Riesling Italico;8.184.477;1997;Viníferas;-
Riesling Renano;616.675;1997;Viníferas;-
Sauvignon Blanc(2);1.022.535;1997;Viníferas;-
Sauvignon Gris;-;1997;Viníferas;-
Seara Nova;72.809;1997;Viníferas;-
Semillon;3.656.512;1997;Viníferas;-
Schonburger;-;1997;Viníferas;-
Sylvaner;46.259;1997;Viníferas;-
Tocai Friulano;811;1997;Viníferas;-
Trebbiano;6.147.074;1997;Viníferas;-
Trebbiano Toscano;-;1997;Viníferas;-
Verdea;-;1997;Viníferas;-
Verdelho;-;1997;Viníferas;-
Verdiso;1.250;1997;Viníferas;-
Vermentino;20.335;1997;Viníferas;-
Vernaccia;509.954;1997;Viníferas;-
Viognier;-;1997;Viníferas;-
Outras(3);49.983;1997;Viníferas;-
Total;64.100.051;1997;Viníferas;-
TINTAS;276.583.456;1997;Americanas e híbridas;-
Bacarina;-;1997;Americanas e híbridas;-
Bailey;-;1997;Americanas e híbridas;-
Bordo;32.904.803;1997;Americanas e híbridas;-
Bourdin (S);-;1997;Americanas e híbridas;-
BRS Carmen;-;1997;Americanas e híbridas;-
BRS Cora;-;1997;Americanas e híbridas;-
BRS Magna;-;1997;Americanas e híbridas;-
BRS Margot;-;1997;Americanas e híbridas;-
BRS Morena;-;1997;Americanas e híbridas;-
BRS Rúbea;-;1997;Americanas e híbridas;-
BRS Violeta;-;1997;Americanas e híbridas;-
BRS Vitória;-;1997;Americanas e híbridas;-
Champagnon (Champanheta);-;1997;Americanas e híbridas;-
Coleções;-;1997;Americanas e híbridas;-
Concord;25.314.872;1997;Americanas e híbridas;-
Concord clone 30;-;1997;Americanas e híbridas;-
Couderc;10.236.308;1997;Americanas e híbridas;-
Cynthiana(1);470.750;1997;Americanas e híbridas;-
Herbemont;24.288.342;1997;Americanas e híbridas;-
IAC 138022;-;1997;Americanas e híbridas;-
Isabel;162.509.173;1997;Americanas e híbridas;-
Isabel Precoce;-;1997;Americanas e híbridas;-
Jacquez;1.913.297;1997;Americanas e híbridas;-
Kyoko;-;1997;Americanas e híbridas;-
Landot;-;1997;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;1997;Americanas e híbridas;-
Oberlin;-;1997;Americanas e híbridas;-
Othello;31.225;1997;Americanas e híbridas;-
Paco;-;1997;Americanas e híbridas;-
Patricia;-;1997;Americanas e híbridas;-
Seibel;18.914.686;1997;Americanas e híbridas;-
Seibel 2 (seibeleto);-;1997;Americanas e híbridas;-
Seyve Willard (Tinta);-;1997;Americanas e híbridas;-
Vênus;-;1997;Americanas e híbridas;-
BRANCAS E ROSADAS;42.990.852;1997;Americanas e híbridas;-
Baco;1.030;1997;Americanas e híbridas;-
Bokay;-;1997;Americanas e híbridas;-
BRS Clara;-;1997;Americanas e híbridas;-
BRS Lorena;-;1997;Americanas e híbridas;-
Couderc 13;3.702.369;1997;Americanas e híbridas;-
Delaware;-;1997;Americanas e híbridas;-
Dona Zillá;-;1997;Americanas e híbridas;-
Dut Chess;-;1997;Americanas e híbridas;-
Goethe;337.063;1997;Americanas e híbridas;-
IAC;-;1997;Americanas e híbridas;-
Juliana;-;1997;Americanas e híbridas;-
Martha;9.311;1997;Americanas e híbridas;-
Mistura de uvas americanas;-;1997;Americanas e híbridas;-
Moscato Embrapa;-;1997;Americanas e híbridas;-
Niagara;30.382.883;1997;Americanas e híbridas;-
Niagara Branca;-;1997;Americanas e híbridas;-
Niagara Rosada;6.321.306;1997;Americanas e híbridas;-
Poloske;-;1997;Americanas e híbridas;-
Seleções;-;1997;Americanas e híbridas;-
Seyve Villard;-;1997;Americanas e híbridas;-
Seyve Villard 5276;-;1997;Americanas e híbridas;-
Seyve Villard 12375;2.219.710;1997;Americanas e híbridas;-
Tardia de Caxias;-;1997;Americanas e híbridas;-
